Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
MDW,"Chicago, IL: Chicago Midway International",2009,39
MIA,"Miami, FL: Miami International",2009,23
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009,351
ORD,"Chicago, IL: Chicago O'Hare International",2009,383
PDX,"Portland, OR: Portland International",2009,18
PHL,"Philadelphia, PA: Philadelphia International",2009,81
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009,120
SAN,"San Diego, CA: San Diego International",2009,60
SEA,"Seattle, WA: Seattle/Tacoma International",2009,22
SFO,"San Francisco, CA: San Francisco International",2009,177
SLC,"Salt Lake City, UT: Salt Lake City International",2009,61
TPA,"Tampa, FL: Tampa International",2009,4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009,244
BOS,"Boston, MA: Logan International",2009,77
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009,21
CLT,"Charlotte, NC: Charlotte Douglas International",2009,44
DCA,"Washington, DC: Ronald Reagan Washington National",2009,44
DEN,"Denver, CO: Denver International",2009,102
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009,161
DTW,"Detroit, MI: Detroit Metro Wayne County",2009,50
EWR,"Newark, NJ: Newark Liberty International",2009,92
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009,10
IAD,"Washington, DC: Washington Dulles International",2009,36
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009,36
JFK,"New York, NY: John F. Kennedy International",2009,13
LAS,"Las Vegas, NV: McCarran International",2009,38
LAX,"Los Angeles, CA: Los Angeles International",2009,107
LGA,"New York, NY: LaGuardia",2009,106
MCO,"Orlando, FL: Orlando International",2009,24
MDW,"Chicago, IL: Chicago Midway International",2009,31
MIA,"Miami, FL: Miami International",2009,19
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009,31
ORD,"Chicago, IL: Chicago O'Hare International",2009,150
PDX,"Portland, OR: Portland International",2009,8
PHL,"Philadelphia, PA: Philadelphia International",2009,48
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009,79
SAN,"San Diego, CA: San Diego International",2009,54
SEA,"Seattle, WA: Seattle/Tacoma International",2009,28
SFO,"San Francisco, CA: San Francisco International",2009,82
SLC,"Salt Lake City, UT: Salt Lake City International",2009,47
TPA,"Tampa, FL: Tampa International",2009,14
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009,778
BOS,"Boston, MA: Logan International",2009,345
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2009,332
CLT,"Charlotte, NC: Charlotte Douglas International",2009,282
DCA,"Washington, DC: Ronald Reagan Washington National",2009,411
DEN,"Denver, CO: Denver International",2009,397
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2009,762
DTW,"Detroit, MI: Detroit Metro Wayne County",2009,314
EWR,"Newark, NJ: Newark Liberty International",2009,448
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2009,115
IAD,"Washington, DC: Washington Dulles International",2009,357
IAH,"Houston, TX: George Bush Intercontinental/Houston",2009,392
JFK,"New York, NY: John F. Kennedy International",2009,500
LAS,"Las Vegas, NV: McCarran International",2009,153
LAX,"Los Angeles, CA: Los Angeles International",2009,252
LGA,"New York, NY: LaGuardia",2009,380
MCO,"Orlando, FL: Orlando International",2009,172
MDW,"Chicago, IL: Chicago Midway International",2009,146
MIA,"Miami, FL: Miami International",2009,110
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2009,265
ORD,"Chicago, IL: Chicago O'Hare International",2009,1399
PDX,"Portland, OR: Portland International",2009,40
PHL,"Philadelphia, PA: Philadelphia International",2009,398
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2009,242
SAN,"San Diego, CA: San Diego International",2009,103
SEA,"Seattle, WA: Seattle/Tacoma International",2009,45
SFO,"San Francisco, CA: San Francisco International",2009,255
SLC,"Salt Lake City, UT: Salt Lake City International",2009,190
TPA,"Tampa, FL: Tampa International",2009,86
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,1148
BOS,"Boston, MA: Logan International",2010,279
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,117
CLT,"Charlotte, NC: Charlotte Douglas International",2010,325
DCA,"Washington, DC: Ronald Reagan Washington National",2010,230
DEN,"Denver, CO: Denver International",2010,307
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,590
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,288
EWR,"Newark, NJ: Newark Liberty International",2010,225
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,48
IAD,"Washington, DC: Washington Dulles International",2010,132
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,214
JFK,"New York, NY: John F. Kennedy International",2010,210
LAS,"Las Vegas, NV: McCarran International",2010,131
LAX,"Los Angeles, CA: Los Angeles International",2010,314
LGA,"New York, NY: LaGuardia",2010,363
MCO,"Orlando, FL: Orlando International",2010,85
MDW,"Chicago, IL: Chicago Midway International",2010,173
MIA,"Miami, FL: Miami International",2010,96
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,182
ORD,"Chicago, IL: Chicago O'Hare International",2010,927
PDX,"Portland, OR: Portland International",2010,38
PHL,"Philadelphia, PA: Philadelphia International",2010,176
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,444
SAN,"San Diego, CA: San Diego International",2010,136
SEA,"Seattle, WA: Seattle/Tacoma International",2010,55
SFO,"San Francisco, CA: San Francisco International",2010,446
SLC,"Salt Lake City, UT: Salt Lake City International",2010,147
TPA,"Tampa, FL: Tampa International",2010,59
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,2226
BOS,"Boston, MA: Logan International",2010,785
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,1352
CLT,"Charlotte, NC: Charlotte Douglas International",2010,414
DCA,"Washington, DC: Ronald Reagan Washington National",2010,1346
DEN,"Denver, CO: Denver International",2010,383
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,1303
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,635
EWR,"Newark, NJ: Newark Liberty International",2010,1195
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,252
IAD,"Washington, DC: Washington Dulles International",2010,962
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,346
JFK,"New York, NY: John F. Kennedy International",2010,887
LAS,"Las Vegas, NV: McCarran International",2010,194
LAX,"Los Angeles, CA: Los Angeles International",2010,373
LGA,"New York, NY: LaGuardia",2010,1052
MCO,"Orlando, FL: Orlando International",2010,415
MDW,"Chicago, IL: Chicago Midway International",2010,396
MIA,"Miami, FL: Miami International",2010,222
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,277
ORD,"Chicago, IL: Chicago O'Hare International",2010,1174
PDX,"Portland, OR: Portland International",2010,39
PHL,"Philadelphia, PA: Philadelphia International",2010,1023
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,255
SAN,"San Diego, CA: San Diego International",2010,113
SEA,"Seattle, WA: Seattle/Tacoma International",2010,74
SFO,"San Francisco, CA: San Francisco International",2010,415
SLC,"Salt Lake City, UT: Salt Lake City International",2010,149
TPA,"Tampa, FL: Tampa International",2010,235
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,912
BOS,"Boston, MA: Logan International",2010,242
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,76
CLT,"Charlotte, NC: Charlotte Douglas International",2010,146
DCA,"Washington, DC: Ronald Reagan Washington National",2010,147
DEN,"Denver, CO: Denver International",2010,402
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,324
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,172
EWR,"Newark, NJ: Newark Liberty International",2010,293
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,56
IAD,"Washington, DC: Washington Dulles International",2010,73
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,107
JFK,"New York, NY: John F. Kennedy International",2010,450
LAS,"Las Vegas, NV: McCarran International",2010,65
LAX,"Los Angeles, CA: Los Angeles International",2010,193
LGA,"New York, NY: LaGuardia",2010,279
MCO,"Orlando, FL: Orlando International",2010,62
MDW,"Chicago, IL: Chicago Midway International",2010,70
MIA,"Miami, FL: Miami International",2010,66
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,102
ORD,"Chicago, IL: Chicago O'Hare International",2010,477
PDX,"Portland, OR: Portland International",2010,21
PHL,"Philadelphia, PA: Philadelphia International",2010,116
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,124
SAN,"San Diego, CA: San Diego International",2010,54
SEA,"Seattle, WA: Seattle/Tacoma International",2010,26
SFO,"San Francisco, CA: San Francisco International",2010,188
SLC,"Salt Lake City, UT: Salt Lake City International",2010,90
TPA,"Tampa, FL: Tampa International",2010,42
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,254
BOS,"Boston, MA: Logan International",2010,58
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,19
CLT,"Charlotte, NC: Charlotte Douglas International",2010,42
DCA,"Washington, DC: Ronald Reagan Washington National",2010,60
DEN,"Denver, CO: Denver International",2010,154
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,159
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,91
EWR,"Newark, NJ: Newark Liberty International",2010,45
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,12
IAD,"Washington, DC: Washington Dulles International",2010,37
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,21
JFK,"New York, NY: John F. Kennedy International",2010,79
LAS,"Las Vegas, NV: McCarran International",2010,56
LAX,"Los Angeles, CA: Los Angeles International",2010,118
LGA,"New York, NY: LaGuardia",2010,77
MCO,"Orlando, FL: Orlando International",2010,26
MDW,"Chicago, IL: Chicago Midway International",2010,26
MIA,"Miami, FL: Miami International",2010,63
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,61
ORD,"Chicago, IL: Chicago O'Hare International",2010,389
PDX,"Portland, OR: Portland International",2010,16
PHL,"Philadelphia, PA: Philadelphia International",2010,41
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,115
SAN,"San Diego, CA: San Diego International",2010,21
SEA,"Seattle, WA: Seattle/Tacoma International",2010,16
SFO,"San Francisco, CA: San Francisco International",2010,162
SLC,"Salt Lake City, UT: Salt Lake City International",2010,96
TPA,"Tampa, FL: Tampa International",2010,11
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,484
BOS,"Boston, MA: Logan International",2010,102
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,39
CLT,"Charlotte, NC: Charlotte Douglas International",2010,72
DCA,"Washington, DC: Ronald Reagan Washington National",2010,107
DEN,"Denver, CO: Denver International",2010,233
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,496
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,220
EWR,"Newark, NJ: Newark Liberty International",2010,124
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,23
IAD,"Washington, DC: Washington Dulles International",2010,90
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,143
JFK,"New York, NY: John F. Kennedy International",2010,213
LAS,"Las Vegas, NV: McCarran International",2010,54
LAX,"Los Angeles, CA: Los Angeles International",2010,152
LGA,"New York, NY: LaGuardia",2010,198
MCO,"Orlando, FL: Orlando International",2010,38
MDW,"Chicago, IL: Chicago Midway International",2010,24
MIA,"Miami, FL: Miami International",2010,72
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,94
ORD,"Chicago, IL: Chicago O'Hare International",2010,720
PDX,"Portland, OR: Portland International",2010,32
PHL,"Philadelphia, PA: Philadelphia International",2010,61
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,112
SAN,"San Diego, CA: San Diego International",2010,54
SEA,"Seattle, WA: Seattle/Tacoma International",2010,23
SFO,"San Francisco, CA: San Francisco International",2010,197
SLC,"Salt Lake City, UT: Salt Lake City International",2010,75
TPA,"Tampa, FL: Tampa International",2010,34
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,491
BOS,"Boston, MA: Logan International",2010,157
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,75
CLT,"Charlotte, NC: Charlotte Douglas International",2010,99
DCA,"Washington, DC: Ronald Reagan Washington National",2010,167
DEN,"Denver, CO: Denver International",2010,216
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,463
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,349
EWR,"Newark, NJ: Newark Liberty International",2010,172
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,22
IAD,"Washington, DC: Washington Dulles International",2010,126
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,83
JFK,"New York, NY: John F. Kennedy International",2010,218
LAS,"Las Vegas, NV: McCarran International",2010,63
LAX,"Los Angeles, CA: Los Angeles International",2010,166
LGA,"New York, NY: LaGuardia",2010,249
MCO,"Orlando, FL: Orlando International",2010,59
MDW,"Chicago, IL: Chicago Midway International",2010,21
MIA,"Miami, FL: Miami International",2010,135
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,207
ORD,"Chicago, IL: Chicago O'Hare International",2010,1256
PDX,"Portland, OR: Portland International",2010,17
PHL,"Philadelphia, PA: Philadelphia International",2010,78
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,111
SAN,"San Diego, CA: San Diego International",2010,54
SEA,"Seattle, WA: Seattle/Tacoma International",2010,31
SFO,"San Francisco, CA: San Francisco International",2010,228
SLC,"Salt Lake City, UT: Salt Lake City International",2010,82
TPA,"Tampa, FL: Tampa International",2010,28
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,635
BOS,"Boston, MA: Logan International",2010,222
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,75
CLT,"Charlotte, NC: Charlotte Douglas International",2010,117
DCA,"Washington, DC: Ronald Reagan Washington National",2010,218
DEN,"Denver, CO: Denver International",2010,170
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,360
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,528
EWR,"Newark, NJ: Newark Liberty International",2010,228
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,34
IAD,"Washington, DC: Washington Dulles International",2010,115
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,242
JFK,"New York, NY: John F. Kennedy International",2010,204
LAS,"Las Vegas, NV: McCarran International",2010,73
LAX,"Los Angeles, CA: Los Angeles International",2010,157
LGA,"New York, NY: LaGuardia",2010,375
MCO,"Orlando, FL: Orlando International",2010,51
MDW,"Chicago, IL: Chicago Midway International",2010,19
MIA,"Miami, FL: Miami International",2010,75
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,241
ORD,"Chicago, IL: Chicago O'Hare International",2010,599
PDX,"Portland, OR: Portland International",2010,22
PHL,"Philadelphia, PA: Philadelphia International",2010,106
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,138
SAN,"San Diego, CA: San Diego International",2010,45
SEA,"Seattle, WA: Seattle/Tacoma International",2010,34
SFO,"San Francisco, CA: San Francisco International",2010,131
SLC,"Salt Lake City, UT: Salt Lake City International",2010,80
TPA,"Tampa, FL: Tampa International",2010,37
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,451
BOS,"Boston, MA: Logan International",2010,138
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,42
CLT,"Charlotte, NC: Charlotte Douglas International",2010,113
DCA,"Washington, DC: Ronald Reagan Washington National",2010,148
DEN,"Denver, CO: Denver International",2010,145
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,205
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,259
EWR,"Newark, NJ: Newark Liberty International",2010,95
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,19
IAD,"Washington, DC: Washington Dulles International",2010,134
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,46
JFK,"New York, NY: John F. Kennedy International",2010,130
LAS,"Las Vegas, NV: McCarran International",2010,58
LAX,"Los Angeles, CA: Los Angeles International",2010,142
LGA,"New York, NY: LaGuardia",2010,234
MCO,"Orlando, FL: Orlando International",2010,45
MDW,"Chicago, IL: Chicago Midway International",2010,18
MIA,"Miami, FL: Miami International",2010,100
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,227
ORD,"Chicago, IL: Chicago O'Hare International",2010,386
PDX,"Portland, OR: Portland International",2010,24
PHL,"Philadelphia, PA: Philadelphia International",2010,45
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,106
SAN,"San Diego, CA: San Diego International",2010,25
SEA,"Seattle, WA: Seattle/Tacoma International",2010,27
SFO,"San Francisco, CA: San Francisco International",2010,178
SLC,"Salt Lake City, UT: Salt Lake City International",2010,73
TPA,"Tampa, FL: Tampa International",2010,22
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,270
BOS,"Boston, MA: Logan International",2010,144
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,54
CLT,"Charlotte, NC: Charlotte Douglas International",2010,66
DCA,"Washington, DC: Ronald Reagan Washington National",2010,103
DEN,"Denver, CO: Denver International",2010,99
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,286
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,159
EWR,"Newark, NJ: Newark Liberty International",2010,160
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,26
IAD,"Washington, DC: Washington Dulles International",2010,65
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,78
JFK,"New York, NY: John F. Kennedy International",2010,237
LAS,"Las Vegas, NV: McCarran International",2010,38
LAX,"Los Angeles, CA: Los Angeles International",2010,108
LGA,"New York, NY: LaGuardia",2010,245
MCO,"Orlando, FL: Orlando International",2010,37
MDW,"Chicago, IL: Chicago Midway International",2010,21
MIA,"Miami, FL: Miami International",2010,48
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,123
ORD,"Chicago, IL: Chicago O'Hare International",2010,251
PDX,"Portland, OR: Portland International",2010,8
PHL,"Philadelphia, PA: Philadelphia International",2010,65
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,65
SAN,"San Diego, CA: San Diego International",2010,22
SEA,"Seattle, WA: Seattle/Tacoma International",2010,17
SFO,"San Francisco, CA: San Francisco International",2010,208
SLC,"Salt Lake City, UT: Salt Lake City International",2010,50
TPA,"Tampa, FL: Tampa International",2010,18
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,491
BOS,"Boston, MA: Logan International",2010,131
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,23
CLT,"Charlotte, NC: Charlotte Douglas International",2010,66
DCA,"Washington, DC: Ronald Reagan Washington National",2010,82
DEN,"Denver, CO: Denver International",2010,154
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,193
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,191
EWR,"Newark, NJ: Newark Liberty International",2010,125
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,12
IAD,"Washington, DC: Washington Dulles International",2010,67
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,20
JFK,"New York, NY: John F. Kennedy International",2010,117
LAS,"Las Vegas, NV: McCarran International",2010,41
LAX,"Los Angeles, CA: Los Angeles International",2010,140
LGA,"New York, NY: LaGuardia",2010,239
MCO,"Orlando, FL: Orlando International",2010,33
MDW,"Chicago, IL: Chicago Midway International",2010,34
MIA,"Miami, FL: Miami International",2010,22
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,173
ORD,"Chicago, IL: Chicago O'Hare International",2010,459
PDX,"Portland, OR: Portland International",2010,25
PHL,"Philadelphia, PA: Philadelphia International",2010,74
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,125
SAN,"San Diego, CA: San Diego International",2010,46
SEA,"Seattle, WA: Seattle/Tacoma International",2010,31
SFO,"San Francisco, CA: San Francisco International",2010,185
SLC,"Salt Lake City, UT: Salt Lake City International",2010,59
TPA,"Tampa, FL: Tampa International",2010,10
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,328
BOS,"Boston, MA: Logan International",2010,99
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,33
CLT,"Charlotte, NC: Charlotte Douglas International",2010,57
DCA,"Washington, DC: Ronald Reagan Washington National",2010,63
DEN,"Denver, CO: Denver International",2010,121
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,111
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,121
EWR,"Newark, NJ: Newark Liberty International",2010,95
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,11
IAD,"Washington, DC: Washington Dulles International",2010,44
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,15
JFK,"New York, NY: John F. Kennedy International",2010,66
LAS,"Las Vegas, NV: McCarran International",2010,40
LAX,"Los Angeles, CA: Los Angeles International",2010,119
LGA,"New York, NY: LaGuardia",2010,116
MCO,"Orlando, FL: Orlando International",2010,16
MDW,"Chicago, IL: Chicago Midway International",2010,30
MIA,"Miami, FL: Miami International",2010,23
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,166
ORD,"Chicago, IL: Chicago O'Hare International",2010,252
PDX,"Portland, OR: Portland International",2010,24
PHL,"Philadelphia, PA: Philadelphia International",2010,46
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,90
SAN,"San Diego, CA: San Diego International",2010,54
SEA,"Seattle, WA: Seattle/Tacoma International",2010,42
SFO,"San Francisco, CA: San Francisco International",2010,125
SLC,"Salt Lake City, UT: Salt Lake City International",2010,162
TPA,"Tampa, FL: Tampa International",2010,11
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010,1589
BOS,"Boston, MA: Logan International",2010,678
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2010,275
CLT,"Charlotte, NC: Charlotte Douglas International",2010,272
DCA,"Washington, DC: Ronald Reagan Washington National",2010,461
DEN,"Denver, CO: Denver International",2010,346
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010,309
DTW,"Detroit, MI: Detroit Metro Wayne County",2010,656
EWR,"Newark, NJ: Newark Liberty International",2010,993
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2010,218
IAD,"Washington, DC: Washington Dulles International",2010,231
IAH,"Houston, TX: George Bush Intercontinental/Houston",2010,169
JFK,"New York, NY: John F. Kennedy International",2010,1038
LAS,"Las Vegas, NV: McCarran International",2010,151
LAX,"Los Angeles, CA: Los Angeles International",2010,310
LGA,"New York, NY: LaGuardia",2010,874
MCO,"Orlando, FL: Orlando International",2010,258
MDW,"Chicago, IL: Chicago Midway International",2010,370
MIA,"Miami, FL: Miami International",2010,157
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2010,614
ORD,"Chicago, IL: Chicago O'Hare International",2010,1553
PDX,"Portland, OR: Portland International",2010,45
PHL,"Philadelphia, PA: Philadelphia International",2010,360
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2010,232
SAN,"San Diego, CA: San Diego International",2010,119
SEA,"Seattle, WA: Seattle/Tacoma International",2010,82
SFO,"San Francisco, CA: San Francisco International",2010,471
SLC,"Salt Lake City, UT: Salt Lake City International",2010,368
TPA,"Tampa, FL: Tampa International",2010,148
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,2792
BOS,"Boston, MA: Logan International",2011,904
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,362
CLT,"Charlotte, NC: Charlotte Douglas International",2011,741
DCA,"Washington, DC: Ronald Reagan Washington National",2011,550
DEN,"Denver, CO: Denver International",2011,296
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,603
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,280
EWR,"Newark, NJ: Newark Liberty International",2011,882
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,222
IAD,"Washington, DC: Washington Dulles International",2011,334
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,154
JFK,"New York, NY: John F. Kennedy International",2011,516
LAS,"Las Vegas, NV: McCarran International",2011,127
LAX,"Los Angeles, CA: Los Angeles International",2011,318
LGA,"New York, NY: LaGuardia",2011,902
MCO,"Orlando, FL: Orlando International",2011,277
MDW,"Chicago, IL: Chicago Midway International",2011,135
MIA,"Miami, FL: Miami International",2011,232
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,203
ORD,"Chicago, IL: Chicago O'Hare International",2011,1009
PDX,"Portland, OR: Portland International",2011,45
PHL,"Philadelphia, PA: Philadelphia International",2011,469
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,198
SAN,"San Diego, CA: San Diego International",2011,82
SEA,"Seattle, WA: Seattle/Tacoma International",2011,66
SFO,"San Francisco, CA: San Francisco International",2011,389
SLC,"Salt Lake City, UT: Salt Lake City International",2011,182
TPA,"Tampa, FL: Tampa International",2011,160
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,881
BOS,"Boston, MA: Logan International",2011,654
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,250
CLT,"Charlotte, NC: Charlotte Douglas International",2011,245
DCA,"Washington, DC: Ronald Reagan Washington National",2011,373
DEN,"Denver, CO: Denver International",2011,480
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,1650
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,376
EWR,"Newark, NJ: Newark Liberty International",2011,730
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,154
IAD,"Washington, DC: Washington Dulles International",2011,279
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,906
JFK,"New York, NY: John F. Kennedy International",2011,326
LAS,"Las Vegas, NV: McCarran International",2011,176
LAX,"Los Angeles, CA: Los Angeles International",2011,318
LGA,"New York, NY: LaGuardia",2011,665
MCO,"Orlando, FL: Orlando International",2011,248
MDW,"Chicago, IL: Chicago Midway International",2011,439
MIA,"Miami, FL: Miami International",2011,173
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,482
ORD,"Chicago, IL: Chicago O'Hare International",2011,2875
PDX,"Portland, OR: Portland International",2011,41
PHL,"Philadelphia, PA: Philadelphia International",2011,270
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,246
SAN,"San Diego, CA: San Diego International",2011,109
SEA,"Seattle, WA: Seattle/Tacoma International",2011,85
SFO,"San Francisco, CA: San Francisco International",2011,318
SLC,"Salt Lake City, UT: Salt Lake City International",2011,182
TPA,"Tampa, FL: Tampa International",2011,120
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,408
BOS,"Boston, MA: Logan International",2011,153
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,40
CLT,"Charlotte, NC: Charlotte Douglas International",2011,101
DCA,"Washington, DC: Ronald Reagan Washington National",2011,122
DEN,"Denver, CO: Denver International",2011,227
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,205
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,118
EWR,"Newark, NJ: Newark Liberty International",2011,176
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,15
